;;;;;;;;;;;;
#;Setor Econômico (CNAE);;;Acidentes;Óbitos;;Taxa;;;Tx.;;Destaque
;;;;;;;CAT;;;Letali.;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;;Transp. rodoviário de carga;;143.367;2.601;2.304,5;;;526,63;;;★ Lidera
;;intermunicipal/interestadual;;;;;;;;;;
;;;;;;;;;;;;
